TransactionAmount,TransactionTime,TransactionType,MerchantCategory,TransactionLocation,DeviceType,TransactionFrequency,SpendingPattern,CardPresent,PastFraudHistory,Velocity,DistanceFromLast,AmountRatio,AccountAge,IsFraud
23.79,8.0,POS,Luxury,International,Mobile,17.0,Low,No,0.0,4.0,1569.3,0.41,68.0,0
4.24,20.0,Online,Clothing,Local,Tablet,8.0,Low,Yes,1.0,2.0,4963.7,0.04,138.0,0
38.87,23.0,POS,Electronics,Local,Desktop,1.0,Low,Yes,0.0,2.0,3095.8,0.25,18.0,0
82.04,19.0,ATM,Travel,Local,Mobile,19.0,Medium,Yes,0.0,4.0,1475.8,0.71,83.0,0
195.15,10.0,POS,Electronics,Local,Mobile,19.0,Medium,Yes,0.0,2.0,4239.8,1.83,181.0,0
109.94,10.0,Online,Groceries,Domestic,Desktop,7.0,High,Yes,0.0,3.0,750.8,1.07,76.0,0
57.16,6.0,Online,Groceries,Local,Mobile,1.0,High,No,0.0,5.0,2317.9,0.36,139.0,0
306.02,20.0,POS,Others,Local,Tablet,1.0,Low,Yes,1.0,3.0,4197.9,1.97,160.0,0
127.03,9.0,ATM,Groceries,Local,Mobile,10.0,High,No,0.0,4.0,4918.3,0.82,6.0,0
266.16,3.0,ATM,Luxury,Local,Tablet,13.0,Medium,Yes,0.0,3.0,1915.3,4.14,166.0,0
74.99,4.0,POS,Groceries,Local,Desktop,5.0,Low,No,0.0,5.0,690.5,0.57,55.0,0
29.96,4.0,ATM,Electronics,Local,POS_Terminal,12.0,High,Yes,0.0,5.0,2834.6,0.19,156.0,0
5.43,10.0,POS,Clothing,Domestic,Mobile,3.0,Medium,No,0.0,4.0,4720.0,0.04,26.0,0
129.49,8.0,ATM,Groceries,Local,Mobile,19.0,Low,No,0.0,3.0,3328.1,0.81,200.0,0
12.93,15.0,POS,Travel,Local,Desktop,4.0,Low,Yes,0.0,5.0,3010.8,0.07,74.0,0
36.06,8.0,POS,Clothing,Local,POS_Terminal,15.0,Medium,Yes,0.0,4.0,1546.5,0.7,214.0,0
76.03,21.0,POS,Clothing,Local,Tablet,13.0,Low,No,0.0,5.0,3031.7,1.01,226.0,0
83.11,3.0,POS,Clothing,Local,Desktop,11.0,Low,Yes,0.0,1.0,4423.4,0.65,109.0,0
91.77,1.0,POS,Groceries,International,Mobile,2.0,High,Yes,0.0,1.0,1877.6,1.27,115.0,0
18.18,13.0,ATM,Electronics,Local,Mobile,9.0,Low,Yes,0.0,5.0,1210.3,0.1,86.0,0
47.76,2.0,ATM,Groceries,Domestic,Mobile,12.0,Low,No,0.0,4.0,2404.8,0.87,150.0,0
96.02,17.0,POS,Electronics,Local,Desktop,4.0,High,No,0.0,1.0,1880.9,1.14,6.0,0
350.05,20.0,POS,Others,Local,Mobile,19.0,Low,Yes,0.0,5.0,2349.6,1.76,223.0,0
130.06,5.0,ATM,Clothing,Domestic,Mobile,10.0,Low,Yes,0.0,2.0,478.6,2.41,36.0,0
255.88,10.0,POS,Travel,Local,Desktop,11.0,Medium,No,0.0,3.0,1681.0,2.54,127.0,0
143.64,20.0,POS,Clothing,Local,POS_Terminal,7.0,Low,No,0.0,5.0,4132.7,1.88,11.0,0
89.58,17.0,Online,Groceries,Local,Desktop,13.0,High,Yes,0.0,1.0,2001.6,0.54,82.0,0
21.32,11.0,POS,Clothing,Local,Desktop,9.0,Low,Yes,0.0,5.0,4839.5,0.29,120.0,0
109.87,4.0,POS,Travel,Local,POS_Terminal,12.0,Medium,Yes,0.0,4.0,3544.2,2.24,34.0,0
97.65,8.0,Online,Groceries,Domestic,Mobile,2.0,Low,Yes,0.0,1.0,1830.2,0.52,3.0,0
92.25,19.0,Online,Luxury,Local,Mobile,1.0,Low,No,0.0,4.0,1258.3,1.2,105.0,0
67.29,17.0,POS,Clothing,International,Tablet,7.0,Low,No,0.0,4.0,3426.8,0.44,115.0,0
75.22,18.0,ATM,Groceries,Local,Desktop,1.0,Low,Yes,0.0,4.0,1512.2,1.04,178.0,0
40.71,2.0,Online,Clothing,Local,Desktop,16.0,Medium,No,0.0,5.0,4634.5,0.78,102.0,0
73.25,8.0,POS,Electronics,Local,Mobile,4.0,Medium,No,0.0,1.0,581.7,0.45,36.0,0
22.01,3.0,POS,Groceries,Local,Desktop,8.0,High,Yes,,4.0,143.7,0.73,209.0,0
163.57,16.0,POS,Travel,Local,Desktop,17.0,Low,Yes,0.0,2.0,1105.1,2.05,94.0,0
20.55,16.0,POS,Others,Local,Mobile,19.0,Low,Yes,0.0,3.0,3033.1,0.13,183.0,0
8.88,22.0,POS,Travel,International,Desktop,4.0,Low,Yes,0.0,5.0,4174.8,0.08,30.0,0
57.31,22.0,POS,Luxury,Domestic,Mobile,4.0,Low,Yes,0.0,2.0,850.6,0.4,62.0,0
107.38,1.0,POS,Others,Domestic,POS_Terminal,8.0,Low,Yes,0.0,1.0,2923.6,3.35,181.0,0
57.57,8.0,Online,Others,Local,POS_Terminal,10.0,Low,No,1.0,3.0,720.8,0.37,107.0,0
32.4,8.0,Online,Groceries,International,Tablet,16.0,Low,No,0.0,4.0,2815.9,0.64,50.0,0
81.68,4.0,Online,Electronics,Local,POS_Terminal,19.0,Medium,Yes,0.0,2.0,90.9,0.49,223.0,0
42.62,14.0,Online,Groceries,Domestic,Mobile,1.0,Medium,Yes,0.0,2.0,2789.0,0.35,160.0,0
270.11,14.0,ATM,Clothing,Local,Tablet,5.0,Low,Yes,0.0,4.0,2608.9,1.76,120.0,0
255.94,2.0,Online,Others,Local,Desktop,2.0,Low,No,0.0,4.0,214.2,4.39,112.0,0
69.79,18.0,POS,Groceries,International,Tablet,16.0,Medium,No,0.0,2.0,3447.1,0.77,83.0,0
39.73,2.0,POS,Clothing,Local,Mobile,13.0,High,Yes,0.0,1.0,2861.3,0.24,9.0,0
133.61,5.0,ATM,Clothing,Domestic,Tablet,6.0,Low,No,0.0,5.0,3115.5,0.73,113.0,0
3.74,3.0,POS,Groceries,Local,Mobile,4.0,Medium,Yes,0.0,1.0,2648.9,0.06,16.0,0
64.39,23.0,POS,Groceries,Local,Mobile,7.0,Medium,Yes,0.0,1.0,3610.0,0.4,166.0,0
41.0,12.0,Online,Electronics,Domestic,Tablet,2.0,Medium,Yes,0.0,5.0,2625.0,1.04,147.0,0
253.24,12.0,Online,Groceries,Domestic,Tablet,10.0,High,Yes,0.0,1.0,4611.3,2.62,94.0,0
1.21,10.0,Online,Clothing,Domestic,Desktop,14.0,High,Yes,0.0,3.0,4717.5,0.01,36.0,0
80.48,4.0,POS,Electronics,Local,Desktop,8.0,Low,Yes,0.0,4.0,3633.4,0.42,11.0,0
134.96,0.0,POS,Clothing,Local,Mobile,3.0,High,Yes,1.0,2.0,4558.8,1.84,79.0,0
66.36,8.0,ATM,Groceries,Local,Desktop,3.0,Medium,Yes,0.0,5.0,4615.8,1.21,216.0,0
8.93,16.0,POS,Clothing,Local,Mobile,2.0,Low,Yes,0.0,1.0,1310.0,0.19,233.0,0
359.22,21.0,POS,Groceries,Domestic,Tablet,17.0,Medium,Yes,0.0,2.0,4969.6,3.37,191.0,0
72.98,0.0,POS,Others,Local,Desktop,19.0,High,Yes,0.0,3.0,1337.2,2.0,85.0,0
95.24,2.0,Online,Electronics,Local,POS_Terminal,10.0,Medium,Yes,0.0,1.0,92.7,1.13,124.0,0
27.0,14.0,Online,Others,Domestic,Desktop,12.0,High,Yes,0.0,1.0,4811.1,1.17,171.0,0
66.07,20.0,ATM,Travel,Local,Desktop,11.0,Medium,Yes,0.0,1.0,1118.6,0.99,74.0,0
56.06,22.0,POS,Travel,Domestic,Desktop,9.0,Low,No,0.0,3.0,2920.6,0.31,234.0,0
7.78,9.0,POS,Electronics,International,Mobile,13.0,Medium,Yes,0.0,4.0,4853.3,0.08,217.0,0
11.22,7.0,POS,Groceries,Local,Mobile,6.0,Medium,Yes,0.0,2.0,247.3,0.34,96.0,0
181.69,11.0,ATM,Electronics,Local,Tablet,14.0,Low,No,0.0,1.0,1346.6,1.33,33.0,0
27.42,21.0,POS,Groceries,Local,Mobile,11.0,Medium,Yes,0.0,1.0,3044.1,0.14,49.0,0
21.69,14.0,POS,Others,Domestic,Desktop,5.0,Medium,Yes,0.0,3.0,3812.8,0.21,179.0,0
70.3,8.0,Online,Electronics,Local,Mobile,2.0,High,Yes,0.0,3.0,4036.8,0.53,178.0,0
146.42,23.0,POS,Others,Domestic,Mobile,7.0,Low,Yes,0.0,2.0,4419.2,0.79,24.0,0
6.39,9.0,Online,Travel,Local,Desktop,17.0,Low,Yes,0.0,2.0,842.2,0.07,21.0,0
85.99,19.0,ATM,Groceries,Domestic,Tablet,6.0,Medium,Yes,0.0,1.0,1850.2,0.62,154.0,0
12.69,8.0,POS,Clothing,Domestic,Desktop,14.0,Low,Yes,0.0,1.0,3571.3,0.13,81.0,0
3.71,14.0,POS,Groceries,International,Mobile,4.0,Low,No,0.0,1.0,3576.6,0.02,147.0,0
5.42,22.0,POS,Groceries,Local,Mobile,3.0,Medium,No,0.0,1.0,1540.3,0.05,195.0,0
179.68,20.0,POS,Groceries,Local,Tablet,11.0,High,Yes,0.0,1.0,1521.1,1.0,205.0,0
12.55,20.0,POS,Others,Local,Tablet,1.0,Low,Yes,0.0,3.0,1603.2,0.11,66.0,0
4.62,0.0,Online,Electronics,Local,POS_Terminal,14.0,High,Yes,0.0,4.0,4460.4,0.03,169.0,0
57.61,1.0,POS,Clothing,Local,Mobile,6.0,High,Yes,0.0,2.0,4547.6,0.64,64.0,0
185.79,18.0,ATM,Groceries,International,POS_Terminal,17.0,Low,Yes,0.0,3.0,74.1,1.0,109.0,0
30.44,13.0,POS,Clothing,Domestic,Tablet,17.0,Medium,No,0.0,5.0,1625.1,0.22,224.0,0
54.77,7.0,POS,Electronics,Local,Tablet,11.0,Medium,Yes,0.0,5.0,1960.2,2.32,161.0,0
4.07,5.0,POS,Electronics,Domestic,Mobile,7.0,High,No,0.0,5.0,4911.9,0.18,32.0,0
59.62,11.0,Online,Groceries,Local,Tablet,13.0,Low,Yes,0.0,2.0,4720.8,0.42,106.0,0
86.18,14.0,POS,Electronics,Local,Desktop,8.0,Low,No,1.0,1.0,3141.6,2.12,153.0,0
84.61,13.0,Online,Clothing,Domestic,Desktop,8.0,Low,Yes,0.0,5.0,229.0,0.57,188.0,0
40.41,20.0,Online,Groceries,International,Desktop,9.0,Low,Yes,0.0,5.0,956.1,0.52,131.0,0
37.91,0.0,ATM,Others,Local,Tablet,7.0,Low,Yes,0.0,4.0,2171.0,0.32,106.0,0
11.27,10.0,Online,Groceries,Domestic,POS_Terminal,9.0,Low,Yes,0.0,3.0,4795.2,0.22,51.0,0
45.7,2.0,POS,Electronics,Domestic,Tablet,11.0,Low,No,0.0,2.0,473.5,0.71,7.0,0
10.48,18.0,Online,Groceries,Local,Desktop,2.0,Low,Yes,0.0,2.0,3956.8,0.11,113.0,0
145.5,17.0,ATM,Groceries,Local,Desktop,18.0,Low,No,0.0,4.0,956.0,1.04,189.0,0
338.95,19.0,ATM,Others,Domestic,Desktop,3.0,Medium,No,0.0,5.0,2539.3,7.06,25.0,0
350.9,1.0,POS,Luxury,Domestic,Mobile,18.0,Low,Yes,0.0,4.0,3834.9,4.97,87.0,0
200.3,6.0,Online,Clothing,Local,Mobile,16.0,Low,No,0.0,1.0,3462.5,3.5,92.0,0
91.83,7.0,POS,Others,Local,Tablet,8.0,Medium,Yes,0.0,5.0,3878.7,0.52,204.0,0
120.69,18.0,POS,Luxury,Domestic,Mobile,8.0,Low,Yes,0.0,2.0,4068.0,0.88,8.0,0
33.58,21.0,Online,Clothing,Domestic,Tablet,6.0,Low,No,1.0,3.0,1528.7,0.32,227.0,0
99.63,14.0,ATM,Luxury,Local,Tablet,2.0,Low,No,0.0,4.0,1820.2,0.52,25.0,0
60.82,9.0,Online,Electronics,Local,Desktop,16.0,High,Yes,0.0,4.0,4078.7,0.4,222.0,0
65.78,21.0,ATM,Clothing,Domestic,POS_Terminal,9.0,High,No,0.0,2.0,193.2,0.35,191.0,0
141.79,0.0,POS,Travel,Domestic,Desktop,19.0,Low,Yes,0.0,5.0,2572.3,1.11,160.0,0
33.12,5.0,POS,Groceries,Domestic,Mobile,15.0,Medium,No,0.0,5.0,4602.0,0.74,228.0,0
38.28,12.0,Online,Others,International,Mobile,2.0,Low,Yes,0.0,5.0,4425.0,0.27,160.0,0
258.55,13.0,POS,Groceries,Domestic,POS_Terminal,15.0,Low,Yes,0.0,3.0,4021.5,4.59,53.0,0
5.79,2.0,ATM,Others,International,POS_Terminal,11.0,Low,Yes,0.0,3.0,107.7,0.07,25.0,0
66.48,10.0,POS,Electronics,International,Desktop,12.0,High,Yes,0.0,5.0,4438.4,0.59,26.0,0
243.96,2.0,POS,Electronics,Domestic,Mobile,15.0,Low,No,0.0,3.0,4558.3,5.05,8.0,0
94.25,18.0,Online,Groceries,Domestic,Mobile,16.0,Medium,Yes,0.0,4.0,3318.4,3.97,197.0,0
79.06,9.0,POS,Others,Domestic,Desktop,6.0,High,Yes,0.0,5.0,1494.6,1.0,235.0,0
28.73,14.0,ATM,Groceries,Domestic,Desktop,3.0,Low,Yes,0.0,3.0,2449.6,0.17,130.0,0
42.05,10.0,POS,Clothing,Local,Desktop,6.0,High,Yes,0.0,4.0,3813.1,1.85,147.0,0
191.09,14.0,POS,Clothing,Local,Tablet,3.0,High,Yes,0.0,4.0,4065.1,4.81,195.0,0
81.92,23.0,Online,Groceries,Local,Tablet,13.0,Medium,Yes,0.0,3.0,1716.7,0.5,204.0,0
72.31,12.0,POS,Others,Local,Mobile,12.0,Low,Yes,0.0,5.0,1630.3,0.96,231.0,0
10.49,4.0,Online,Groceries,Local,Mobile,8.0,Medium,Yes,0.0,5.0,3680.9,0.06,224.0,0
1.62,3.0,POS,Clothing,International,Tablet,2.0,High,Yes,0.0,3.0,3431.8,0.02,198.0,0
331.55,12.0,POS,Electronics,Local,Desktop,7.0,Medium,Yes,0.0,3.0,2566.0,2.03,8.0,0
47.32,8.0,ATM,Groceries,Local,Mobile,17.0,Low,No,0.0,1.0,2101.3,0.71,187.0,0
92.44,16.0,Online,Groceries,Local,Mobile,7.0,High,Yes,0.0,4.0,3285.8,2.97,133.0,0
8.31,1.0,POS,Travel,Local,Tablet,1.0,High,Yes,0.0,5.0,162.2,0.05,77.0,0
114.92,23.0,Online,Others,Domestic,Mobile,4.0,Low,Yes,0.0,2.0,378.4,0.61,159.0,0
269.66,4.0,ATM,Groceries,Local,Desktop,15.0,Medium,No,0.0,4.0,2865.4,1.83,141.0,0
85.72,15.0,POS,Groceries,Local,Desktop,4.0,,Yes,0.0,5.0,1051.4,0.54,118.0,0
13.48,6.0,POS,Others,Domestic,Mobile,12.0,Low,Yes,0.0,1.0,3873.9,0.63,129.0,0
87.16,0.0,Online,Groceries,Local,Desktop,16.0,Low,No,0.0,4.0,3861.8,0.56,46.0,0
145.39,11.0,POS,Clothing,Domestic,Mobile,18.0,Low,Yes,0.0,4.0,3549.8,1.38,132.0,0
52.16,20.0,POS,Clothing,Local,Mobile,14.0,Medium,Yes,0.0,5.0,4518.0,0.51,118.0,0
211.89,10.0,ATM,Groceries,Local,Mobile,14.0,Medium,Yes,0.0,2.0,704.2,1.81,148.0,0
104.61,11.0,POS,Clothing,Local,Desktop,11.0,Low,No,1.0,3.0,1296.2,1.52,93.0,0
229.51,18.0,Online,Others,Local,Tablet,16.0,Low,Yes,0.0,2.0,1261.5,1.58,32.0,0
97.69,11.0,Online,Electronics,Local,Mobile,15.0,Low,Yes,0.0,1.0,3911.9,1.33,97.0,0
14.07,11.0,Online,Travel,Local,Tablet,6.0,Medium,Yes,1.0,4.0,2606.7,0.12,128.0,0
37.06,13.0,Online,Clothing,Domestic,Mobile,13.0,Low,Yes,0.0,5.0,1263.4,0.83,78.0,0
22.54,1.0,POS,Electronics,Domestic,Desktop,17.0,Low,No,0.0,4.0,682.1,0.16,83.0,0
239.5,1.0,POS,Groceries,Local,Desktop,4.0,High,No,0.0,3.0,4465.1,4.42,115.0,0
142.88,3.0,POS,Travel,Local,Desktop,12.0,Medium,Yes,0.0,2.0,3460.6,2.82,131.0,0
112.82,19.0,Online,Electronics,International,Mobile,18.0,Medium,Yes,0.0,2.0,2642.6,4.63,52.0,0
35.81,22.0,POS,Groceries,Local,Mobile,8.0,Low,No,0.0,1.0,4827.4,0.85,11.0,0
20.34,15.0,POS,Others,Local,Desktop,12.0,Low,Yes,1.0,5.0,4248.0,0.33,9.0,0
141.24,9.0,ATM,Travel,Local,Mobile,4.0,Low,Yes,0.0,3.0,890.6,2.35,185.0,0
64.28,12.0,ATM,Others,Domestic,Tablet,8.0,Medium,Yes,0.0,3.0,2540.7,0.81,190.0,0
25.59,1.0,POS,Groceries,Local,Mobile,2.0,Low,Yes,0.0,5.0,2430.4,0.86,184.0,0
95.87,2.0,POS,Luxury,International,,4.0,Low,Yes,0.0,1.0,4221.4,0.51,126.0,0
4.12,18.0,Online,Clothing,Local,Desktop,12.0,Medium,Yes,0.0,3.0,745.4,0.1,51.0,0
39.48,5.0,Online,Others,Local,Desktop,10.0,Low,Yes,0.0,1.0,2258.9,0.27,220.0,0
63.22,18.0,POS,Others,Local,Tablet,15.0,Low,Yes,0.0,5.0,3182.7,0.54,2.0,0
16.01,20.0,POS,Others,Local,Desktop,9.0,High,Yes,0.0,5.0,4726.3,0.13,77.0,0
417.69,19.0,Online,Others,Local,Mobile,9.0,Low,No,0.0,5.0,4496.3,10.71,227.0,0
23.46,18.0,ATM,Groceries,International,Tablet,7.0,High,No,0.0,3.0,2669.2,0.37,223.0,0
13.97,7.0,Online,Travel,Local,Mobile,2.0,High,Yes,0.0,5.0,3033.6,0.09,107.0,0
22.76,13.0,POS,Groceries,Domestic,Desktop,7.0,Low,Yes,0.0,3.0,4262.0,0.22,206.0,0
146.56,9.0,POS,Travel,Local,Tablet,9.0,High,No,0.0,1.0,3721.9,1.43,143.0,0
55.43,2.0,Online,Others,Local,Mobile,18.0,High,No,0.0,4.0,4396.7,0.47,69.0,0
83.34,5.0,POS,Groceries,Local,Desktop,12.0,High,Yes,1.0,1.0,4479.7,0.85,39.0,0
2.12,14.0,POS,Clothing,Local,Mobile,7.0,Medium,Yes,0.0,3.0,4162.9,0.01,34.0,0
3.5,22.0,POS,Travel,Domestic,Tablet,19.0,High,Yes,1.0,2.0,46.9,0.02,230.0,0
59.03,22.0,Online,Groceries,Domestic,Tablet,16.0,Medium,Yes,0.0,2.0,1554.7,0.77,171.0,0
169.64,17.0,Online,Groceries,Domestic,Mobile,8.0,High,Yes,0.0,4.0,2017.6,1.02,66.0,0
216.49,13.0,Online,Groceries,Local,Mobile,19.0,Medium,Yes,0.0,5.0,3389.6,1.91,173.0,0
9.07,18.0,Online,Groceries,Local,Desktop,6.0,High,No,0.0,1.0,1534.3,0.07,97.0,0
77.3,9.0,ATM,Clothing,International,Mobile,2.0,Medium,Yes,0.0,1.0,1617.8,0.44,127.0,0
244.45,14.0,Online,Clothing,International,Mobile,2.0,Medium,Yes,0.0,3.0,2001.0,2.31,27.0,0
49.1,3.0,POS,Groceries,Local,Desktop,8.0,High,No,0.0,4.0,4776.7,0.31,67.0,0
176.94,22.0,POS,Others,Local,Tablet,10.0,Low,Yes,1.0,5.0,2185.8,1.33,190.0,0
14.35,1.0,Online,Clothing,Domestic,Mobile,11.0,Low,Yes,0.0,4.0,703.4,0.15,64.0,0
273.95,2.0,POS,Clothing,Domestic,Mobile,3.0,Low,No,0.0,2.0,31.8,1.69,130.0,0
139.2,6.0,ATM,Groceries,Local,Tablet,16.0,High,Yes,0.0,4.0,1183.1,3.58,156.0,0
283.59,22.0,POS,Clothing,Local,Mobile,3.0,High,Yes,0.0,5.0,4694.1,2.28,118.0,0
112.89,15.0,POS,Electronics,Domestic,Desktop,8.0,Low,Yes,0.0,5.0,4775.0,3.98,222.0,0
45.16,9.0,Online,Travel,Local,Desktop,19.0,High,Yes,0.0,1.0,2645.0,0.94,169.0,0
278.35,18.0,Online,Clothing,Local,Mobile,12.0,Low,Yes,0.0,1.0,3231.8,2.18,114.0,0
32.24,16.0,Online,Groceries,Local,Desktop,18.0,Low,Yes,0.0,5.0,3979.6,0.43,87.0,0
40.37,18.0,Online,Others,Local,Desktop,13.0,Medium,Yes,0.0,1.0,279.4,0.6,97.0,0
120.67,4.0,POS,Electronics,International,Desktop,11.0,Low,No,0.0,1.0,1871.5,0.63,180.0,0
144.95,22.0,POS,Electronics,Local,Desktop,13.0,Low,No,0.0,1.0,3211.2,1.69,14.0,0
265.08,19.0,ATM,Others,Domestic,Tablet,3.0,Medium,Yes,0.0,5.0,4491.3,2.18,61.0,0
22.92,12.0,POS,Electronics,Local,Desktop,6.0,Low,Yes,0.0,1.0,3634.1,0.2,206.0,0
159.95,12.0,POS,Travel,Domestic,Mobile,3.0,Medium,Yes,0.0,2.0,1750.3,5.13,50.0,0
134.15,10.0,POS,Clothing,Local,Mobile,1.0,Low,Yes,0.0,5.0,4549.9,0.95,13.0,0
6.59,10.0,POS,Groceries,Local,Mobile,14.0,High,No,0.0,4.0,3323.1,0.06,196.0,0
48.98,15.0,Online,Others,Domestic,POS_Terminal,7.0,High,No,0.0,3.0,4151.2,0.55,114.0,0
33.24,14.0,Online,Electronics,Local,POS_Terminal,9.0,Medium,Yes,0.0,3.0,1927.5,1.04,19.0,0
9.1,1.0,POS,Travel,Domestic,Mobile,5.0,Low,Yes,0.0,5.0,4295.3,0.09,58.0,0
12.32,16.0,POS,Others,Local,Tablet,7.0,Low,No,0.0,4.0,3407.6,0.06,200.0,0
22.86,23.0,Online,Others,Local,Desktop,13.0,Low,Yes,0.0,4.0,4341.7,0.14,176.0,0
59.74,6.0,Online,Clothing,Local,POS_Terminal,4.0,Medium,Yes,0.0,2.0,345.3,0.41,56.0,0
138.57,4.0,POS,Others,Local,Mobile,17.0,High,Yes,1.0,3.0,2999.7,0.97,216.0,0
86.59,2.0,Online,Electronics,Local,Mobile,1.0,Medium,No,0.0,1.0,3598.8,0.57,207.0,0
40.09,6.0,POS,Groceries,Local,Desktop,5.0,High,Yes,0.0,1.0,422.5,0.26,177.0,0
147.46,9.0,POS,Groceries,Domestic,Desktop,14.0,Low,Yes,0.0,2.0,2635.7,0.9,30.0,0
20.0,12.0,POS,Electronics,Local,POS_Terminal,8.0,High,Yes,0.0,3.0,1895.7,0.21,153.0,0
99.45,8.0,Online,Electronics,International,Desktop,1.0,Low,No,0.0,2.0,433.3,1.1,153.0,0
13.74,9.0,Online,Others,Local,Mobile,5.0,Medium,Yes,0.0,2.0,1440.7,0.4,76.0,0
135.75,1.0,Online,Groceries,Domestic,Desktop,3.0,Low,No,0.0,4.0,815.3,1.48,169.0,0
10.75,6.0,POS,Electronics,Local,Desktop,12.0,Low,Yes,0.0,4.0,1678.3,0.08,87.0,0
66.27,23.0,POS,Clothing,Local,Desktop,9.0,Low,Yes,0.0,4.0,3202.0,0.34,127.0,0
145.27,19.0,Online,Groceries,Domestic,Mobile,1.0,Low,Yes,0.0,4.0,454.0,1.06,18.0,0
29.08,2.0,POS,Clothing,Domestic,Mobile,9.0,Medium,Yes,0.0,5.0,4100.2,0.93,220.0,0
69.57,1.0,POS,Electronics,Local,POS_Terminal,9.0,High,Yes,0.0,4.0,160.4,0.35,75.0,0
86.37,2.0,Online,Clothing,Local,POS_Terminal,7.0,Medium,No,1.0,4.0,2758.6,0.5,190.0,0
3.97,16.0,POS,Luxury,Local,POS_Terminal,8.0,Low,No,0.0,5.0,2589.4,0.03,152.0,0
45.63,8.0,ATM,Clothing,Local,Desktop,19.0,Low,No,0.0,3.0,1000.0,0.36,170.0,0
0.58,4.0,POS,Travel,Local,Desktop,14.0,Medium,No,0.0,2.0,3813.9,0.01,145.0,0
131.4,3.0,ATM,Groceries,Local,Mobile,11.0,Medium,No,0.0,2.0,3599.2,2.16,99.0,0
100.35,9.0,ATM,Others,Local,Mobile,6.0,Low,No,0.0,2.0,1735.8,1.06,98.0,0
22.48,14.0,Online,Groceries,Domestic,Desktop,14.0,Low,Yes,0.0,1.0,4822.1,0.48,115.0,0
100.61,7.0,POS,Travel,Local,Mobile,15.0,Low,Yes,1.0,1.0,937.6,0.66,236.0,0
244.52,8.0,POS,Groceries,International,Mobile,7.0,High,No,0.0,3.0,3629.1,3.66,118.0,0
119.45,0.0,POS,Clothing,Domestic,Desktop,18.0,Medium,No,0.0,4.0,1620.8,0.67,112.0,0
90.75,18.0,Online,Others,International,Mobile,7.0,Low,Yes,0.0,1.0,3526.3,1.34,183.0,0
125.57,16.0,POS,Travel,Domestic,Desktop,6.0,Low,Yes,0.0,3.0,3917.5,1.95,1.0,0
28.41,23.0,POS,Electronics,Local,Mobile,14.0,Low,Yes,0.0,5.0,2345.6,0.18,112.0,0
23.19,14.0,ATM,Travel,Local,Desktop,3.0,Low,Yes,0.0,2.0,2195.2,0.15,187.0,0
106.18,0.0,POS,Electronics,Local,POS_Terminal,18.0,Low,Yes,0.0,5.0,2609.2,1.69,213.0,0
140.23,23.0,POS,Electronics,Local,Tablet,19.0,Low,Yes,0.0,1.0,434.2,0.78,200.0,0
96.3,10.0,ATM,Groceries,Domestic,Mobile,7.0,Low,Yes,0.0,3.0,913.1,1.02,127.0,0
282.66,4.0,ATM,Clothing,Local,Mobile,14.0,Medium,Yes,0.0,4.0,1431.4,2.36,104.0,0
4.16,23.0,POS,Electronics,Local,Tablet,11.0,Low,Yes,0.0,3.0,4474.9,0.11,228.0,0
88.34,1.0,ATM,Groceries,International,Mobile,17.0,Low,Yes,0.0,5.0,3483.0,1.86,97.0,0
116.49,10.0,POS,Luxury,Local,Tablet,1.0,High,Yes,0.0,1.0,3950.5,1.62,152.0,0
9.56,19.0,ATM,Others,Local,Desktop,8.0,Low,Yes,0.0,2.0,1959.1,0.07,199.0,0
71.82,13.0,POS,Others,Domestic,POS_Terminal,12.0,High,Yes,0.0,2.0,542.8,0.51,1.0,0
373.5,3.0,POS,Groceries,Local,Mobile,22.5,Low,No,1.0,7.5,843.75,2.575,214.0,1
298.625,0.0,POS,Clothing,Domestic,Desktop,45.0,Medium,No,1.0,10.0,4052.0,1.675,112.0,1
301.675,4.0,POS,Electronics,International,Desktop,27.5,Low,No,1.0,2.5,4678.75,1.575,180.0,1
105.375,13.0,POS,Others,Local,Mobile,12.5,High,No,1.0,10.0,6234.25,1.275,34.0,1
127.3,10.0,POS,Luxury,Local,Tablet,5.0,Medium,No,1.0,2.5,6691.25,0.65,46.0,1
84.125,12.0,Online,Clothing,Domestic,POS_Terminal,5.0,Medium,No,1.0,7.5,4028.0,0.95,220.0,1
67.6,18.0,POS,Groceries,Local,POS_Terminal,35.0,Low,No,1.0,12.5,3240.5,0.4,136.0,1
992.375,6.0,Online,Electronics,Local,Mobile,37.5,Low,No,1.0,2.5,6286.75,5.5,59.0,1
75.35,22.0,Online,Electronics,Local,Tablet,12.5,Low,No,1.0,10.0,5286.0,0.775,54.0,1
90.225,8.0,POS,Clothing,Domestic,Tablet,27.5,Low,No,1.0,2.5,4593.25,0.8,139.0,1
135.075,9.0,Online,Electronics,Domestic,Tablet,47.5,Low,No,1.0,2.5,7749.5,3.375,124.0,1
495.15,9.0,Online,Travel,Local,Desktop,7.5,Low,No,1.0,12.5,12444.0,7.625,98.0,1
430.45,3.0,POS,Electronics,Local,Tablet,40.0,High,No,1.0,7.5,7956.75,5.600000000000001,82.0,1
45.65000000000001,22.0,Online,Travel,Local,Mobile,47.5,High,No,1.0,2.5,9616.0,1.7,13.0,1
85.05000000000001,19.0,POS,Groceries,Local,Tablet,22.5,Low,No,1.0,7.5,845.0,0.475,190.0,1
